#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
"Fusarium graminearum PH-1","Eukaryota;Fungi;Ascomycetes","PH-1; NRRL 31084","SAMN02953593","PRJNA13839","GCA_000240135.3"," Chromosome",36.458,48.3278,"chromosome 1:NC_026474.1/CM000574.1; chromosome 2:NC_026475.1/CM000575.1; chromosome 3:NC_026476.1/CM000576.1; chromosome 4:NC_026477.1/CM000577.1","AACM02",31,13313,"2003-05-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/240/135/GCA_000240135.3_ASM24013v3","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/240/135/GCF_000240135.3_ASM24013v3"
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc030","SAMN04348761","PRJNA306247","GCA_001702615.1","Scaffold",56.8031,47.3,,"MABN01",3557,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/615/GCA_001702615.1_Foc030",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HN-0812-3","SAMN06050100","PRJNA354675","GCA_003016035.1","Scaffold",37.9882,51.4,,"MQPJ01",1712,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/035/GCA_003016035.1_ASM301603v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","BJ-90-611","SAMN06050066","PRJNA354675","GCA_003015495.1","Scaffold",38.4214,51.4,,"MQNX01",1771,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/495/GCA_003015495.1_ASM301549v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol016","SAMN04348789","PRJNA306247","GCA_001702995.1","Scaffold",49.5751,48.3,,"MALM01",2336,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/995/GCA_001702995.1_Fol016",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ11YD-673-1","SAMN06050071","PRJNA354675","GCA_003015595.1","Scaffold",38.341,51.3,,"MQOC01",1693,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/595/GCA_003015595.1_ASM301559v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ95054B","SAMN06050090","PRJNA354675","GCA_003015955.1","Scaffold",38.2532,51.3,,"MQOZ01",1598,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/955/GCA_003015955.1_ASM301595v1",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon015","SAMN04348780","PRJNA306247","GCA_001702795.1","Scaffold",52.059,47.5,,"MALD01",2383,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/795/GCA_001702795.1_Fon015",
"Fusarium oxysporum f. sp. momordicae","Eukaryota;Fungi;Ascomycetes","90NF2-1","SAMN07201024","PRJNA389501","GCA_002233795.1","Scaffold",51.0377,47.4,,"NJCA01",1089,0,"2017-07-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/233/795/GCA_002233795.1_Fomom_004",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2000-62A","SAMN06050074","PRJNA354675","GCA_003015645.1","Scaffold",38.5909,51.2,,"MQOF01",1754,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/645/GCA_003015645.1_ASM301564v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJSH0703","SAMN06050094","PRJNA354675","GCA_003016005.1","Scaffold",38.3119,51.4,,"MQPD01",1843,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/005/GCA_003016005.1_ASM301600v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-6-43-1","SAMN06050128","PRJNA354675","GCA_003016475.1","Scaffold",39.0253,51.2,,"MQQL01",1860,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/475/GCA_003016475.1_ASM301647v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12YL-DL3-2","SAMN06050123","PRJNA354675","GCA_003016905.1","Scaffold",38.6731,51.3,,"MQQG01",1859,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/905/GCA_003016905.1_ASM301690v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ43ZB15-68","SAMN06050080","PRJNA354675","GCA_003015805.1","Scaffold",37.9723,51.3,,"MQOL01",1599,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/805/GCA_003015805.1_ASM301580v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2000-69A","SAMN06050075","PRJNA354675","GCA_003015655.1","Scaffold",38.0228,51.3,,"MQOG01",1601,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/655/GCA_003015655.1_ASM301565v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc021","SAMN04348760","PRJNA306247","GCA_001702555.1","Scaffold",56.8574,47.1,,"MABL01",3634,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/555/GCA_001702555.1_Foc021",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon037","SAMN04348784","PRJNA306247","GCA_001702845.1","Scaffold",51.2939,47.2,,"MALF01",1737,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/845/GCA_001702845.1_Fon037",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ11SH-527-1","SAMN06050070","PRJNA354675","GCA_003015565.1","Scaffold",38.2426,51.3,,"MQOB01",1709,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/565/GCA_003015565.1_ASM301556v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","JX-09Z116-1","SAMN06050106","PRJNA354675","GCA_003016325.1","Scaffold",37.6019,51.6,,"MQPP01",1589,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/325/GCA_003016325.1_ASM301632v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom012","SAMN04348773","PRJNA306247","GCA_001703345.1","Scaffold",52.6019,47.7,,"MAMD01",2283,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/345/GCA_001703345.1_Fom012",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","Fo_A13","SAMN05529101","PRJNA338256","GCA_003615115.1","Scaffold",54.7878,47.9,,"MRCX01",3121,18906,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/115/GCA_003615115.1_Fo_A13_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HB-LTH18","SAMN06050099","PRJNA354675","GCA_003016025.1","Scaffold",38.1805,51.4,,"MQPI01",1601,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/025/GCA_003016025.1_ASM301602v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FH","SAMN08009551","PRJNA320483","GCA_002925225.1","Contig",42.9322,50.1,,"PJYS01",2071,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/225/GCA_002925225.1_ASM292522v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol018","SAMN04348790","PRJNA306247","GCA_001702955.1","Scaffold",48.9524,48,,"MALL01",2140,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/955/GCA_001702955.1_Fol018",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2006-60A3","SAMN06050079","PRJNA354675","GCA_003015755.1","Scaffold",37.7024,51.4,,"MQOK01",1729,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/755/GCA_003015755.1_ASM301575v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","GD06-53","SAMN06050096","PRJNA354675","GCA_003016185.1","Scaffold",37.4004,51.9,,"MQPF01",1923,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/185/GCA_003016185.1_ASM301618v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc018","SAMN04348759","PRJNA306247","GCA_001702545.1","Scaffold",57.4359,47.2,,"MABM01",3866,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/545/GCA_001702545.1_Foc018",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom013","SAMN04348774","PRJNA306247","GCA_001703335.1","Scaffold",51.8972,47.6,,"MAME01",2256,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/335/GCA_001703335.1_Fom013",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ12JN-084-3","SAMN06050072","PRJNA354675","GCA_003015625.1","Scaffold",37.2837,51.7,,"MQOD01",1537,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/625/GCA_003015625.1_ASM301562v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2005113B","SAMN06050078","PRJNA354675","GCA_003015745.1","Scaffold",38.5396,51.2,,"MQOJ01",1702,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/745/GCA_003015745.1_ASM301574v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol014","SAMN04348788","PRJNA306247","GCA_001702945.1","Scaffold",50.0613,48,,"MALJ01",2589,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/945/GCA_001702945.1_Fol014",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81-MH","SAMN06050084","PRJNA354675","GCA_003015885.1","Scaffold",38.6447,51.3,,"MQOT01",1972,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/885/GCA_003015885.1_ASM301588v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ78-JJ","SAMN06050082","PRJNA354675","GCA_003015835.1","Scaffold",38.4536,51.3,,"MQON01",1757,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/835/GCA_003015835.1_ASM301583v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom006","SAMN04348769","PRJNA306247","GCA_001703255.1","Scaffold",52.7615,47.5,,"MALZ01",2225,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/255/GCA_001703255.1_Fom006",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ2003-001A1","SAMN06050077","PRJNA354675","GCA_003015735.1","Scaffold",38.0817,51.5,,"MQOI01",1675,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/735/GCA_003015735.1_ASM301573v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ13SH05-2","SAMN06050073","PRJNA354675","GCA_003015635.1","Scaffold",37.752,51.6,,"MQOE01",1746,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/635/GCA_003015635.1_ASM301563v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol029","SAMN04348792","PRJNA306247","GCA_001703025.1","Scaffold",50.0118,47.8,,"MALN01",2270,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/025/GCA_001703025.1_Fol029",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","TW-12YL-TT4-1","SAMN06050125","PRJNA354675","GCA_003016935.1","Scaffold",38.4614,51.4,,"MQQI01",2175,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/935/GCA_003016935.1_ASM301693v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Sar-AD3-5","SAMN06050114","PRJNA354675","GCA_003016785.1","Scaffold",38.991,51.1,,"MQPX01",1807,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/785/GCA_003016785.1_ASM301678v1",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc015","SAMN04348758","PRJNA306247","GCA_001702575.1","Scaffold",51.983,47.2,,"MABK01",1743,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/575/GCA_001702575.1_Foc015",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon002","SAMN04348776","PRJNA306247","GCA_001702745.1","Scaffold",51.9743,47.4,,"MALA01",2191,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/745/GCA_001702745.1_Fon002",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","EI9604","SAMN04318448","PRJNA304354","GCA_001548785.1","Scaffold",41.6013,50.4,,"LOFD01",1346,0,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/785/GCA_001548785.1_EI9604",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ86-CT","SAMN06050088","PRJNA354675","GCA_003015925.1","Scaffold",38.3835,51.2,,"MQOX01",1894,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/925/GCA_003015925.1_ASM301592v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB6358","SAMN12869113","PRJNA575312","GCA_009297605.1","Contig",50.9031,47.2,,"WGOR01",2995,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/605/GCA_009297605.1_ASM929760v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol074","SAMN04348797","PRJNA306247","GCA_001703105.1","Scaffold",51.5323,47.8,,"MALS01",3410,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/105/GCA_001703105.1_Fol074",
"Pyricularia oryzae Y34","Eukaryota;Fungi;Ascomycetes","Y34","SAMN02981398","PRJNA82691","GCA_000292585.1","Scaffold",38.8724,51.3,,"AHZS01",1198,12860,"2012-08-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/292/585/GCA_000292585.1_MoY34_2.0",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","EI9411","SAMN04318447","PRJNA304354","GCA_001548775.1","Scaffold",40.3061,50.7,,"LOFC01",1661,0,"2016-02-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/775/GCA_001548775.1_EI9411",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Sar-2-20-1","SAMN06050113","PRJNA354675","GCA_003016745.1","Scaffold",39.2833,51.2,,"MQPW01",2277,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/745/GCA_003016745.1_ASM301674v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81-SW","SAMN06050085","PRJNA354675","GCA_003016095.1","Scaffold",38.5369,51.2,,"MQOU01",1894,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/095/GCA_003016095.1_ASM301609v1",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon020","SAMN04348782","PRJNA306247","GCA_001702805.1","Scaffold",55.1275,47.3,,"MALE01",3604,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/805/GCA_001702805.1_Fon020",
"Fusarium oxysporum f. sp. vasinfectum 25433","Eukaryota;Fungi;Ascomycetes","25433","SAMN02981377","PRJNA73537","GCA_000260175.2","Scaffold",52.9144,47.7,,"AGNC01",985,25216,"2012-04-27T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/260/175/GCA_000260175.2_FO_Cotton_V1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ81-ZP","SAMN06050086","PRJNA354675","GCA_003015895.1","Scaffold",37.96,51.3,,"MQOV01",1638,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/015/895/GCA_003015895.1_ASM301589v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Bd8401","SAMN08009543","PRJNA320483","GCA_002925405.1","Scaffold",41.2685,49.7,,"PJZA01",2898,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/405/GCA_002925405.1_ASM292540v1",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon013","SAMN04348779","PRJNA306247","GCA_001702775.1","Scaffold",54.216,47.4,,"MALC01",3008,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/775/GCA_001702775.1_Fon013",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Bm88324","SAMN08009544","PRJNA320483","GCA_002925385.1","Scaffold",41.3791,49.8,,"PJYZ01",1731,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/385/GCA_002925385.1_ASM292538v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","HO","SAMN08009558","PRJNA320483","GCA_002925105.1","Scaffold",42.9764,49.5,,"PJYL01",1736,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/105/GCA_002925105.1_ASM292510v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol002","SAMN04348785","PRJNA306247","GCA_001703355.1","Scaffold",51.7287,47.8,,"MAMG01",3451,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/355/GCA_001703355.1_Fol002",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom004","SAMN04348767","PRJNA306247","GCA_001703215.1","Scaffold",57.7269,45.4,,"MALX01",1300,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/215/GCA_001703215.1_Fom004",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","PL2-1","SAMN08009571","PRJNA320483","GCA_002924835.1","Scaffold",42.5518,49.5,,"PJXY01",811,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/835/GCA_002924835.1_ASM292483v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","IE1K","SAMN08009563","PRJNA320483","GCA_002924985.1","Scaffold",39.6007,50.6,,"PJYG01",1711,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/985/GCA_002924985.1_ASM292498v1",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon005","SAMN04348777","PRJNA306247","GCA_001702505.1","Scaffold",54.7182,47.4,,"MAKY01",3511,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/505/GCA_001702505.1_ASM170250v1",
"Fusarium oxysporum f. sp. melonis","Eukaryota;Fungi;Ascomycetes","Fom011","SAMN04348772","PRJNA306247","GCA_001703295.1","Scaffold",52.9289,47.8,,"MAMC01",2590,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/295/GCA_001703295.1_Fom011",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","RMg-Dl","SAMN05425585","PRJNA330763","GCA_001853415.2","Scaffold",34.8153,51.8,,"MBSD02",996,0,"2016-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/853/415/GCA_001853415.2_ASM185341v2",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Nich-2-3-2","SAMN06050111","PRJNA354675","GCA_003016385.1","Scaffold",39.1157,51.2,,"MQPU01",2154,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/385/GCA_003016385.1_ASM301638v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol026","SAMN04348791","PRJNA306247","GCA_001702935.1","Scaffold",51.8046,47.8,,"MALK01",3302,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/935/GCA_001702935.1_Fol026",
"Fusarium oxysporum f. sp. cepae","Eukaryota;Fungi;Ascomycetes","FoC_A23","SAMN05529099","PRJNA338256","GCA_003615075.1","Scaffold",51.0097,47.6,,"MRCW01",1997,18530,"2018-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/615/075/GCA_003615075.1_FoC_A23_v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Br80","SAMN08009546","PRJNA320483","GCA_002925345.1","Scaffold",42.4748,49.6,,"PJYX01",1035,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/345/GCA_002925345.1_ASM292534v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","Nich-2-7-4","SAMN06050112","PRJNA354675","GCA_003016725.1","Scaffold",39.1607,51.1,,"MQPV01",2037,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/725/GCA_003016725.1_ASM301672v1",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol073","SAMN04348796","PRJNA306247","GCA_001703085.1","Scaffold",51.7856,47.8,,"MALR01",3317,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/703/085/GCA_001703085.1_Fol073",
"Fusarium oxysporum f. sp. cubense race 1","Eukaryota;Fungi;Ascomycetes","race 1","SAMN02981460","PRJNA174274","GCA_000350345.1","Scaffold",47.6574,48,,"AMGP01",1341,15438,"2013-04-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/350/345/GCA_000350345.1_Foc1_1.0",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","P29","SAMN08009567","PRJNA320483","GCA_002924915.1","Scaffold",43.2657,49.4,,"PJYC01",1468,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/915/GCA_002924915.1_ASM292491v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","IB49","SAMN08009561","PRJNA320483","GCA_002925045.1","Scaffold",39.4399,50.7,,"PJYI01",1648,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/045/GCA_002925045.1_ASM292504v1",
"Fusarium oxysporum","Eukaryota;Fungi;Ascomycetes","RGB5689","SAMN12869101","PRJNA575312","GCA_009297445.1","Contig",50.5244,47.8,,"WGOF01",4075,0,"2019-10-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/297/445/GCA_009297445.1_ASM929744v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","ML33","SAMN08009565","PRJNA320483","GCA_002924965.1","Scaffold",39.4917,50.6,,"PJYE01",3431,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/965/GCA_002924965.1_ASM292496v1",
"Pyricularia oryzae Mo-nwi-31","Eukaryota;Fungi;Ascomycetes","Mo-nwi-31","SAMN07817530","PRJNA232299","GCA_003990535.1","Contig",37.3008,51.7,,"JGVY01",3416,0,"2019-01-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/990/535/GCA_003990535.1_Moryzae-RP-2421.1.0",
"Fusarium oxysporum f. sp. cucumerinum","Eukaryota;Fungi;Ascomycetes","Foc035","SAMN04348762","PRJNA306247","GCA_001702655.1","Scaffold",51.6098,47.4,,"MABO01",1501,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/655/GCA_001702655.1_Foc035",
"Fusarium oxysporum f. sp. lycopersici","Eukaryota;Fungi;Ascomycetes","Fol004","SAMN04348786","PRJNA306247","GCA_001702875.1","Scaffold",51.8822,47.8,,"MALH01",3433,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/875/GCA_001702875.1_Fol004",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","P28","SAMN08009566","PRJNA320483","GCA_002924945.1","Scaffold",43.575,49.4,,"PJYD01",1657,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/924/945/GCA_002924945.1_ASM292494v1",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","FJ99138","SAMN06050093","PRJNA354675","GCA_003016165.1","Scaffold",37.503,51.7,,"MQPC01",1646,0,"2018-03-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/016/165/GCA_003016165.1_ASM301616v1",
"Fusarium oxysporum f. sp. niveum","Eukaryota;Fungi;Ascomycetes","Fon021","SAMN04348783","PRJNA306247","GCA_001702865.1","Scaffold",54.7991,47.3,,"MALG01",3081,0,"2016-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/702/865/GCA_001702865.1_Fon021",
"Pyricularia oryzae","Eukaryota;Fungi;Ascomycetes","IA1","SAMN08009559","PRJNA320483","GCA_002925085.1","Scaffold",39.4228,50.7,,"PJYK01",2230,0,"2018-02-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/925/085/GCA_002925085.1_ASM292508v1",
